Use Case Type,Packet Loss Budget,Latency Budget (ns),Jitter Budget (ns),Data Rate Budget (Gbps),Required Mobility,Required Connectivity,Slice Available Transfer Rate (Gbps),Slice Latency (ns),Slice Packet Loss,Slice Jitter (ns),Slice Type,Slice Handover,latency_margin,loss_margin,jitter_margin,stress_ratio,sla_met
VR/AR,,0,0,1000,no,no,4082.7785483193534,2029494.246680431,0.0006712517105095,1729364.5213385154,feMBB,yes,-2029494.246680431,,-1729364.5213385154,4.082778548319354,0
Servo motors,,100,1000,0,no,no,5458.059903866475,1098236.5155388103,0.0003762546333535,1671350.2094137245,ERLLC,yes,-1098136.5155388103,,-1670350.2094137245,inf,0
Delivery drones,,1000000,0,0,yes,no,5587.587756139013,2878912.583382696,0.0005640434887712,2508237.9402973163,MBRLLC,yes,-1878912.583382696,,-2508237.9402973163,inf,0
VR/AR,,0,0,1000,no,no,4004.6172417262696,2000345.126434632,0.0001985545088641,1411039.372664221,feMBB,yes,-2000345.126434632,,-1411039.372664221,4.00461724172627,0
V2X,,1000000,0,0,yes,no,6990.771725192537,2142599.335694024,0.0004450300745081,1578991.0477615097,MBRLLC,yes,-1142599.3356940239,,-1578991.0477615097,inf,0
Delivery drones,,1000000,0,0,yes,no,9372.572582080178,2372920.8576833587,0.0003625065585214,2017108.834637108,MBRLLC,yes,-1372920.8576833587,,-2017108.834637108,inf,0
3D/UHD Video,,0,0,1000,no,no,3905.391369243447,2726579.5029695896,0.000509634827798,2291331.0383374,feMBB,yes,-2726579.5029695896,,-2291331.0383374,3.905391369243447,0
Motion control,,1000,1000000,0,no,no,4216.935848668835,1254195.1351934471,0.0004079162987005,2679189.048872665,ERLLC,yes,-1253195.1351934471,,-1679189.048872665,inf,0
Servo motors,,100,1000,0,no,no,4258.865775412979,1820337.8893846904,0.0006440710402842,2109462.866848681,ERLLC,yes,-1820237.8893846904,,-2108462.866848681,inf,0
Servo motors,,100,1000,0,no,no,2818.113939861515,2841689.7152433144,0.0004409869484012,2058343.0301199767,ERLLC,yes,-2841589.7152433144,,-2057343.0301199767,inf,0
Servo motors,,100,1000,0,no,no,3540.1617888701853,1707256.7725261834,0.0006874913735124,2381789.626559764,ERLLC,yes,-1707156.7725261834,,-2380789.626559764,inf,0
Servo motors,,100,1000,0,no,no,6429.070423090845,2911274.9998948607,0.0001513125247932,978160.9801913648,ERLLC,yes,-2911174.9998948607,,-977160.9801913648,inf,0
Motion control,,1000,1000000,0,no,no,4863.824435721857,2137387.1305646515,0.0005067025636196,2052881.0796175296,ERLLC,yes,-2136387.1305646515,,-1052881.0796175296,inf,0
Smart Home,0.0,0,0,0,no,yes,8198.540724244389,1717352.1684906853,0.0005223868592091,3075443.5556337177,umMTC,no,-1717352.1684906853,-0.0005223868592091,-3075443.5556337177,inf,0
Servo motors,,100,1000,0,no,no,4519.708011637219,2462248.045910472,0.0003441990800435,2521715.6326135406,ERLLC,yes,-2462148.045910472,,-2520715.6326135406,inf,0
Smart Home,0.0,0,0,0,no,yes,5694.348652208807,1897537.1230494648,0.0005001829851765,1983048.8385408588,umMTC,no,-1897537.1230494648,-0.0005001829851765,-1983048.8385408588,inf,0
Motion control,,1000,1000000,0,no,no,3493.4943157488588,2566788.565017134,0.0005803600102455,2490414.505287724,ERLLC,yes,-2565788.565017134,,-1490414.505287724,inf,0
Motion control,,1000,1000000,0,no,no,4816.882868122406,1680663.727695323,0.0006811496620516,1177546.188191147,ERLLC,yes,-1679663.727695323,,-177546.18819114706,inf,0
Delivery drones,,1000000,0,0,yes,no,5146.853887903842,2571147.780189373,0.0004524272813083,2288949.5263074995,MBRLLC,yes,-1571147.780189373,,-2288949.5263074995,inf,0
VR/AR,,0,0,1000,no,no,1494.043385712449,2291677.274922956,0.0004267742678775,1977156.1045683257,feMBB,yes,-2291677.274922956,,-1977156.1045683257,1.4940433857124489,0
V2X,,1000000,0,0,yes,no,3625.699990734518,1774265.2203022405,0.0003997689520335,2068847.4010794023,MBRLLC,yes,-774265.2203022405,,-2068847.4010794023,inf,0
Remote health monitoring,,1000000,0,0,no,yes,6060.278076068413,784631.3921102143,0.0005082944227723,1753917.5063664438,mURLLC,yes,215368.60788978566,,-1753917.5063664438,inf,0
V2X,,1000000,0,0,yes,no,5971.515277462139,2318999.143422717,0.0003440388113187,2935829.3806016752,MBRLLC,yes,-1318999.1434227172,,-2935829.3806016752,inf,0
Remote health monitoring,,1000000,0,0,no,yes,2920.0824382726123,2716719.750089013,0.0006250813085588,1670470.721196205,mURLLC,yes,-1716719.750089013,,-1670470.721196205,inf,0
Motion control,,1000,1000000,0,no,no,4398.957115758359,2128143.089838372,0.0002295208941554,1290188.1522428675,ERLLC,yes,-2127143.089838372,,-290188.1522428675,inf,0
V2X,,1000000,0,0,yes,no,1051.5382760864304,503624.1530461856,0.0004892277776944,1012986.0271090803,MBRLLC,yes,496375.8469538144,,-1012986.0271090803,inf,0
Smart City,0.0,0,0,0,no,yes,4994.772140236982,2759781.351612108,0.0002700685036961,564062.1081680122,umMTC,no,-2759781.351612108,-0.0002700685036961,-564062.1081680122,inf,0
VR/AR,,0,0,1000,no,no,7100.789762884688,2265353.042943321,0.0004919880647364,2145691.0699815545,feMBB,yes,-2265353.042943321,,-2145691.0699815545,7.100789762884688,0
V2X,,1000000,0,0,yes,no,7172.985957230989,2411843.6812723605,0.0006347343201921,1477509.1032639127,MBRLLC,yes,-1411843.6812723605,,-1477509.1032639127,inf,0
VR/AR,,0,0,1000,no,no,7113.736643740827,1946953.801195254,0.0005308336273529,1131654.3738679537,feMBB,yes,-1946953.801195254,,-1131654.3738679537,7.113736643740827,0
Smart Home,0.0,0,0,0,no,yes,5878.692224391691,712033.2263080357,0.0003995494899591,1824292.329325138,umMTC,no,-712033.2263080357,-0.0003995494899591,-1824292.329325138,inf,0
VR/AR,,0,0,1000,no,no,6930.647928365563,2387007.2118182774,0.0006194372631376,2455620.9139552903,feMBB,yes,-2387007.2118182774,,-2455620.9139552903,6.930647928365563,0
Smart Home,0.0,0,0,0,no,yes,4685.093621548354,1853673.6368615932,4.407863213411439e-05,1934069.1091523864,umMTC,no,-1853673.6368615932,-4.407863213411439e-05,-1934069.1091523864,inf,0
Servo motors,,100,1000,0,no,no,4130.802535237669,1512678.952774978,0.0004887903738102,2089278.085144487,ERLLC,yes,-1512578.952774978,,-2088278.085144487,inf,0
Smart Home,0.0,0,0,0,no,yes,6901.335262793993,3162034.16610732,0.0003613162980101,2781110.94990059,umMTC,no,-3162034.16610732,-0.0003613162980101,-2781110.94990059,inf,0
Delivery drones,,1000000,0,0,yes,no,5481.21786014999,2392427.7340232576,0.0005823716568382,2549032.576491378,MBRLLC,yes,-1392427.7340232576,,-2549032.576491378,inf,0
Servo motors,,100,1000,0,no,no,2008.7365822569143,2145991.671388998,7.818348097930001e-05,2074314.0575973408,ERLLC,yes,-2145891.671388998,,-2073314.0575973408,inf,0
Motion control,,1000,1000000,0,no,no,7027.927063880355,1424823.484679222,0.000422422353246,1343411.633236825,ERLLC,yes,-1423823.484679222,,-343411.633236825,inf,0
3D/UHD Video,,0,0,1000,no,no,4634.119386468197,1341341.5175053375,0.0003928361816377,1635337.3487578873,feMBB,yes,-1341341.5175053375,,-1635337.3487578873,4.634119386468197,0
Smart Home,0.0,0,0,0,no,yes,3888.7350209443935,2334595.383083211,0.0006507072214581,2019099.9091737347,umMTC,no,-2334595.383083211,-0.0006507072214581,-2019099.9091737347,inf,0
Smart Home,0.0,0,0,0,no,yes,6631.844436677628,669954.8928990201,0.0003679487223234,2478405.986817239,umMTC,no,-669954.8928990201,-0.0003679487223234,-2478405.986817239,inf,0
VR/AR,,0,0,1000,no,no,6407.134699665643,2367211.97600636,0.0004630079919567,2227257.764857711,feMBB,yes,-2367211.97600636,,-2227257.764857711,6.407134699665643,0
Motion control,,1000,1000000,0,no,no,3405.8585806803903,2408306.56202334,0.0005118374971495,1587839.0449018625,ERLLC,yes,-2407306.56202334,,-587839.0449018625,inf,0
V2X,,1000000,0,0,yes,no,4738.713197399253,2916702.3928429163,0.0004960688408546,2267290.1724673714,MBRLLC,yes,-1916702.3928429163,,-2267290.1724673714,inf,0
Smart City,0.0,0,0,0,no,yes,3486.602966928394,2654590.326048556,0.0004927088396634,3137182.5957377143,umMTC,no,-2654590.326048556,-0.0004927088396634,-3137182.5957377143,inf,0
Remote health monitoring,,1000000,0,0,no,yes,3530.7391186927707,2760027.834493072,0.00051028089126,2194594.9709718097,mURLLC,yes,-1760027.8344930718,,-2194594.9709718097,inf,0
Smart Home,0.0,0,0,0,no,yes,13.071461493860625,1601690.7417329114,0.0004999097437685,2410830.175486959,umMTC,no,-1601690.7417329114,-0.0004999097437685,-2410830.175486959,inf,0
V2X,,1000000,0,0,yes,no,3310.6824023413465,1022907.1253960064,0.0008960872563353,1769017.2936135577,MBRLLC,yes,-22907.12539600639,,-1769017.2936135577,inf,0
Smart City,0.0,0,0,0,no,yes,4715.283042156791,2117076.2761969217,0.0002012254423205,1872088.2559440269,umMTC,no,-2117076.2761969217,-0.0002012254423205,-1872088.2559440269,inf,0
Remote health monitoring,,1000000,0,0,no,yes,278.82233873977293,2295682.823322858,0.0003681342331308,875067.2080886276,mURLLC,yes,-1295682.8233228582,,-875067.2080886276,inf,0
3D/UHD Video,,0,0,1000,no,no,2714.3078906981523,2674233.8392770514,0.0004921540900056,2091158.0532619504,feMBB,yes,-2674233.8392770514,,-2091158.0532619504,2.7143078906981524,0
VR/AR,,0,0,1000,no,no,6012.15174316788,2991154.599100412,0.0006854885836753,160794.85992701072,feMBB,yes,-2991154.599100412,,-160794.85992701072,6.01215174316788,0
V2X,,1000000,0,0,yes,no,2646.8968101126857,1223792.914561377,0.0006589652236573,984753.4217445937,MBRLLC,yes,-223792.9145613769,,-984753.4217445937,inf,0
VR/AR,,0,0,1000,no,no,4738.4716682746775,2571262.1236171825,0.0006729229987886,2223912.278659149,feMBB,yes,-2571262.1236171825,,-2223912.278659149,4.738471668274678,0
Remote health monitoring,,1000000,0,0,no,yes,2245.167390158522,504051.8692721836,0.0004941104648446,1340848.9820823795,mURLLC,yes,495948.1307278164,,-1340848.9820823795,inf,0
Delivery drones,,1000000,0,0,yes,no,5682.82768427701,2183490.1283969926,0.0007068422405856,679140.4283571544,MBRLLC,yes,-1183490.1283969926,,-679140.4283571544,inf,0
Smart Home,0.0,0,0,0,no,yes,4457.630960563624,2466599.163929956,0.000400102569304,2045530.839715361,umMTC,no,-2466599.163929956,-0.000400102569304,-2045530.839715361,inf,0
Servo motors,,100,1000,0,no,no,3471.1960163438016,982275.8716693828,0.0006526438796392,973093.3697428548,ERLLC,yes,-982175.8716693828,,-972093.3697428548,inf,0
Smart City,0.0,0,0,0,no,yes,593.4415376360421,2415960.4770152145,0.0005315311568679,2700972.3999622064,umMTC,no,-2415960.4770152145,-0.0005315311568679,-2700972.3999622064,inf,0
Motion control,,1000,1000000,0,no,no,3510.873052038421,1290066.6710408034,0.000534486923174,2315502.914446343,ERLLC,yes,-1289066.6710408034,,-1315502.9144463432,inf,0
Smart Home,0.0,0,0,0,no,yes,6108.292008447197,1737393.7477650212,0.0002798207610389,3218356.928462333,umMTC,no,-1737393.7477650212,-0.0002798207610389,-3218356.928462333,inf,0
Servo motors,,100,1000,0,no,no,7583.673412860155,2573119.1434569983,0.0002049499080395,2260813.115536948,ERLLC,yes,-2573019.1434569983,,-2259813.115536948,inf,0
V2X,,1000000,0,0,yes,no,4635.107208049078,1788213.8687132604,0.0004515598975692,3257724.4191217767,MBRLLC,yes,-788213.8687132604,,-3257724.4191217767,inf,0
3D/UHD Video,,0,0,1000,no,no,4833.71348383426,1777950.9978231457,0.0004844730482868,1355666.9123801277,feMBB,yes,-1777950.9978231457,,-1355666.9123801277,4.83371348383426,0
Smart Home,0.0,0,0,0,no,yes,3871.5069275840433,2212941.1682895785,0.0003131349417939,1596716.6103967382,umMTC,no,-2212941.1682895785,-0.0003131349417939,-1596716.6103967382,inf,0
VR/AR,,0,0,1000,no,no,7049.100721716319,2532099.670407552,0.0006542992944556,2194978.6678782143,feMBB,yes,-2532099.670407552,,-2194978.6678782143,7.049100721716319,0
Delivery drones,,1000000,0,0,yes,no,4599.441740787258,1999293.7304316289,0.0003627743576895,1916190.6395794929,MBRLLC,yes,-999293.7304316289,,-1916190.6395794929,inf,0
Motion control,,1000,1000000,0,no,no,6489.898902285186,3054369.742768185,0.0005959174636875,2096803.908355808,ERLLC,yes,-3053369.742768185,,-1096803.908355808,inf,0
VR/AR,,0,0,1000,no,no,5414.140330869222,1776253.0786128026,0.0004509630976531,1980180.303699847,feMBB,yes,-1776253.0786128026,,-1980180.303699847,5.414140330869222,0
Servo motors,,100,1000,0,no,no,5205.321672888662,2821767.5848522224,0.0006302691969175,1861967.09203718,ERLLC,yes,-2821667.5848522224,,-1860967.09203718,inf,0
Smart Home,0.0,0,0,0,no,yes,3300.2433306774446,2353125.0580983246,0.000300395970154,1375049.534222858,umMTC,no,-2353125.0580983246,-0.000300395970154,-1375049.534222858,inf,0
Delivery drones,,1000000,0,0,yes,no,7971.193958085256,2448015.2719312906,0.0002325055282818,1511192.2350022283,MBRLLC,yes,-1448015.2719312906,,-1511192.2350022283,inf,0
Smart Home,0.0,0,0,0,no,yes,7443.478487610275,1226207.053781908,0.0005898781805569,1404292.6870238185,umMTC,no,-1226207.053781908,-0.0005898781805569,-1404292.6870238185,inf,0
V2X,,1000000,0,0,yes,no,8790.447040187204,2810850.549487129,0.0006422022431112,1345541.2748177396,MBRLLC,yes,-1810850.5494871289,,-1345541.2748177396,inf,0
3D/UHD Video,,0,0,1000,no,no,3168.366645595078,2080049.0119698783,0.0005524626833547,2043707.2306967955,feMBB,yes,-2080049.0119698783,,-2043707.2306967955,3.168366645595078,0
Remote health monitoring,,1000000,0,0,no,yes,5440.5068292558135,3541522.374060069,0.0003527578026061,1522117.0103844225,mURLLC,yes,-2541522.374060069,,-1522117.0103844225,inf,0
Smart Home,0.0,0,0,0,no,yes,3678.442150811862,2171431.274134856,0.0006127307509346,1650279.9642821064,umMTC,no,-2171431.274134856,-0.0006127307509346,-1650279.9642821064,inf,0
Servo motors,,100,1000,0,no,no,5739.862089019131,1986552.6970385823,0.0005947209066415,2933488.1551165897,ERLLC,yes,-1986452.6970385823,,-2932488.1551165897,inf,0
VR/AR,,0,0,1000,no,no,5487.490010338551,1657304.487687788,0.0003097413114668,2318863.316929682,feMBB,yes,-1657304.487687788,,-2318863.316929682,5.487490010338551,0
V2X,,1000000,0,0,yes,no,4310.59158586632,2003220.744281538,0.0005748394182522,2539469.571372617,MBRLLC,yes,-1003220.7442815381,,-2539469.571372617,inf,0
Servo motors,,100,1000,0,no,no,4619.505114117589,2940845.275519914,0.0005237565892374,2747952.056098969,ERLLC,yes,-2940745.275519914,,-2746952.056098969,inf,0
Motion control,,1000,1000000,0,no,no,8484.765138793186,2521846.8792036464,0.0005174551935916,3095681.6606733752,ERLLC,yes,-2520846.8792036464,,-2095681.6606733752,inf,0
Remote health monitoring,,1000000,0,0,no,yes,4775.0021713242295,2196531.004648238,0.0002694870360044,1991991.72032248,mURLLC,yes,-1196531.004648238,,-1991991.72032248,inf,0
V2X,,1000000,0,0,yes,no,1329.906001009867,2570528.714429048,0.0006371462732538,2182545.75851571,MBRLLC,yes,-1570528.714429048,,-2182545.75851571,inf,0
3D/UHD Video,,0,0,1000,no,no,4107.004232070777,1705076.730803206,0.0004095611981136,1655994.028192435,feMBB,yes,-1705076.730803206,,-1655994.028192435,4.107004232070777,0
Remote health monitoring,,1000000,0,0,no,yes,3175.234091384489,1653983.9116334014,0.0003920140073354,1440709.9784380784,mURLLC,yes,-653983.9116334014,,-1440709.9784380784,inf,0
Servo motors,,100,1000,0,no,no,3467.7080280243968,1581978.91933314,0.0005758583648798,1006301.6758907172,ERLLC,yes,-1581878.91933314,,-1005301.6758907172,inf,0
Motion control,,1000,1000000,0,no,no,6182.627790979801,2658711.84008489,0.0004635985815941,1324522.322232486,ERLLC,yes,-2657711.84008489,,-324522.322232486,inf,0
Smart City,0.0,0,0,0,no,yes,6485.206057996314,2725375.7868776536,0.0002607088784147,1650367.9565615982,umMTC,no,-2725375.7868776536,-0.0002607088784147,-1650367.9565615982,inf,0
3D/UHD Video,,0,0,1000,no,no,3595.5611496027686,1467471.4624679724,0.0007549111716377,2133179.2234853064,feMBB,yes,-1467471.4624679724,,-2133179.2234853064,3.595561149602769,0
Delivery drones,,1000000,0,0,yes,no,4082.783898762004,1549826.4958338798,0.0005380293897861,1239035.1108977038,MBRLLC,yes,-549826.4958338798,,-1239035.1108977038,inf,0
Smart City,0.0,0,0,0,no,yes,3837.018276189384,1909457.649283384,0.0004965835171889,1351861.4336848843,umMTC,no,-1909457.649283384,-0.0004965835171889,-1351861.4336848843,inf,0
Smart Home,0.0,0,0,0,no,yes,7530.420699953496,1317997.1640395068,0.0004947842402177,605080.9390800728,umMTC,no,-1317997.1640395068,-0.0004947842402177,-605080.9390800728,inf,0
Motion control,,1000,1000000,0,no,no,6535.011288117794,2156938.723208076,0.0005025585929799,1541994.3742222309,ERLLC,yes,-2155938.723208076,,-541994.3742222309,inf,0
VR/AR,,0,0,1000,no,no,6128.621732628135,2957267.9620482232,0.000516097818556,2041624.142852496,feMBB,yes,-2957267.9620482232,,-2041624.142852496,6.128621732628135,0
Delivery drones,,1000000,0,0,yes,no,3280.576487239922,2245324.30078314,0.0006901198903799,2034862.1743589588,MBRLLC,yes,-1245324.3007831401,,-2034862.1743589588,inf,0
Servo motors,,100,1000,0,no,no,2152.019325392918,2684762.0256819883,0.0007634597302922,1785183.8964848623,ERLLC,yes,-2684662.0256819883,,-1784183.8964848623,inf,0
Motion control,,1000,1000000,0,no,no,7051.090395482989,1119555.5677668254,0.000451700296054,1833385.8850629465,ERLLC,yes,-1118555.5677668254,,-833385.8850629465,inf,0
Remote health monitoring,,1000000,0,0,no,yes,8198.374749869818,1664446.2282934492,0.0006127322902133,2003660.389204949,mURLLC,yes,-664446.2282934492,,-2003660.389204949,inf,0
V2X,,1000000,0,0,yes,no,2073.17676937503,735553.2095981771,0.0006045068469565,2830196.6761304736,MBRLLC,yes,264446.7904018229,,-2830196.6761304736,inf,0
Remote health monitoring,,1000000,0,0,no,yes,8735.93772740753,1958418.3192253616,0.0006149050736136,1760660.7164759669,mURLLC,yes,-958418.3192253616,,-1760660.7164759669,inf,0
Remote health monitoring,,1000000,0,0,no,yes,4823.830746703136,3454683.1686458727,0.0007119129186868,1906300.734339447,mURLLC,yes,-2454683.1686458727,,-1906300.734339447,inf,0
Smart Home,0.0,0,0,0,no,yes,5280.762685939379,3180474.0759631945,0.0006419802914115,1136247.8225744632,umMTC,no,-3180474.0759631945,-0.0006419802914115,-1136247.8225744632,inf,0
3D/UHD Video,,0,0,1000,no,no,2804.243073808062,2257584.4561541243,0.0005695374189374,2313629.0498069003,feMBB,yes,-2257584.4561541243,,-2313629.0498069003,2.804243073808062,0
VR/AR,,0,0,1000,no,no,2042.864708693401,2053842.2314343536,0.0003942408141418,1957800.4834717829,feMBB,yes,-2053842.2314343536,,-1957800.4834717829,2.042864708693401,0
Delivery drones,,1000000,0,0,yes,no,1227.8725009583536,2320277.957587062,0.0005505501073435,1646508.5032227244,MBRLLC,yes,-1320277.957587062,,-1646508.5032227244,inf,0
3D/UHD Video,,0,0,1000,no,no,6718.365483657482,1214199.609853631,0.0003256733615327,1214062.072088861,feMBB,yes,-1214199.609853631,,-1214062.072088861,6.718365483657482,0
Motion control,,1000,1000000,0,no,no,4862.619569790903,2162621.2160709137,0.0005768610821968,2232315.57691254,ERLLC,yes,-2161621.2160709137,,-1232315.57691254,inf,0
Remote health monitoring,,1000000,0,0,no,yes,5768.393882456075,570413.0248439133,0.0005532143474731,1272642.0954570114,mURLLC,yes,429586.97515608673,,-1272642.0954570114,inf,0
Smart Home,0.0,0,0,0,no,yes,6888.839400745893,295530.45724557084,0.0002614133965553,2354087.4166184687,umMTC,no,-295530.45724557084,-0.0002614133965553,-2354087.4166184687,inf,0
Motion control,,1000,1000000,0,no,no,4840.85005323745,1769071.898607398,0.0004217978512468,3194344.022863029,ERLLC,yes,-1768071.898607398,,-2194344.022863029,inf,0
V2X,,1000000,0,0,yes,no,7815.996050014135,3582535.1069947127,0.0003764254742984,2767883.449648517,MBRLLC,yes,-2582535.1069947127,,-2767883.449648517,inf,0
VR/AR,,0,0,1000,no,no,3624.9474662729976,3110853.0513071218,0.0006171406222095,2020142.5554488136,feMBB,yes,-3110853.0513071218,,-2020142.5554488136,3.6249474662729977,0
Delivery drones,,1000000,0,0,yes,no,4304.548393194394,2763292.9103254187,0.0004509899807584,2416143.778988922,MBRLLC,yes,-1763292.9103254187,,-2416143.778988922,inf,0
V2X,,1000000,0,0,yes,no,3495.947553832248,2011540.780271859,0.0002628144313599,1536660.210070562,MBRLLC,yes,-1011540.7802718589,,-1536660.210070562,inf,0
Smart Home,0.0,0,0,0,no,yes,6392.871176880518,3039507.6479409933,0.0005743093642388,1124127.3872286526,umMTC,no,-3039507.6479409933,-0.0005743093642388,-1124127.3872286526,inf,0
